path,rel_path,label
data/raw/butterfly-image-classification/test/Image_1734.jpg,test/Image_1734.jpg,test
data/raw/butterfly-image-classification/test/Image_2330.jpg,test/Image_2330.jpg,test
data/raw/butterfly-image-classification/test/Image_2550.jpg,test/Image_2550.jpg,test
data/raw/butterfly-image-classification/test/Image_1036.jpg,test/Image_1036.jpg,test
data/raw/butterfly-image-classification/test/Image_2370.jpg,test/Image_2370.jpg,test
data/raw/butterfly-image-classification/test/Image_481.jpg,test/Image_481.jpg,test
data/raw/butterfly-image-classification/test/Image_2367.jpg,test/Image_2367.jpg,test
data/raw/butterfly-image-classification/test/Image_1462.jpg,test/Image_1462.jpg,test
data/raw/butterfly-image-classification/test/Image_837.jpg,test/Image_837.jpg,test
data/raw/butterfly-image-classification/test/Image_1363.jpg,test/Image_1363.jpg,test
data/raw/butterfly-image-classification/test/Image_1759.jpg,test/Image_1759.jpg,test
data/raw/butterfly-image-classification/test/Image_1573.jpg,test/Image_1573.jpg,test
data/raw/butterfly-image-classification/test/Image_2112.jpg,test/Image_2112.jpg,test
data/raw/butterfly-image-classification/test/Image_2766.jpg,test/Image_2766.jpg,test
data/raw/butterfly-image-classification/test/Image_2517.jpg,test/Image_2517.jpg,test
data/raw/butterfly-image-classification/test/Image_2573.jpg,test/Image_2573.jpg,test
data/raw/butterfly-image-classification/test/Image_2091.jpg,test/Image_2091.jpg,test
data/raw/butterfly-image-classification/test/Image_790.jpg,test/Image_790.jpg,test
data/raw/butterfly-image-classification/test/Image_2711.jpg,test/Image_2711.jpg,test
data/raw/butterfly-image-classification/test/Image_2397.jpg,test/Image_2397.jpg,test
data/raw/butterfly-image-classification/test/Image_2021.jpg,test/Image_2021.jpg,test
data/raw/butterfly-image-classification/test/Image_2178.jpg,test/Image_2178.jpg,test
data/raw/butterfly-image-classification/test/Image_819.jpg,test/Image_819.jpg,test
data/raw/butterfly-image-classification/test/Image_1337.jpg,test/Image_1337.jpg,test
data/raw/butterfly-image-classification/test/Image_2606.jpg,test/Image_2606.jpg,test
data/raw/butterfly-image-classification/test/Image_540.jpg,test/Image_540.jpg,test
data/raw/butterfly-image-classification/test/Image_1522.jpg,test/Image_1522.jpg,test
data/raw/butterfly-image-classification/test/Image_940.jpg,test/Image_940.jpg,test
data/raw/butterfly-image-classification/test/Image_2153.jpg,test/Image_2153.jpg,test
data/raw/butterfly-image-classification/test/Image_668.jpg,test/Image_668.jpg,test
data/raw/butterfly-image-classification/test/Image_2528.jpg,test/Image_2528.jpg,test
data/raw/butterfly-image-classification/test/Image_1264.jpg,test/Image_1264.jpg,test
data/raw/butterfly-image-classification/test/Image_2382.jpg,test/Image_2382.jpg,test
data/raw/butterfly-image-classification/test/Image_2699.jpg,test/Image_2699.jpg,test
data/raw/butterfly-image-classification/test/Image_2310.jpg,test/Image_2310.jpg,test
data/raw/butterfly-image-classification/test/Image_204.jpg,test/Image_204.jpg,test
data/raw/butterfly-image-classification/test/Image_2063.jpg,test/Image_2063.jpg,test
data/raw/butterfly-image-classification/test/Image_294.jpg,test/Image_294.jpg,test
data/raw/butterfly-image-classification/test/Image_1874.jpg,test/Image_1874.jpg,test
data/raw/butterfly-image-classification/test/Image_174.jpg,test/Image_174.jpg,test
data/raw/butterfly-image-classification/test/Image_1376.jpg,test/Image_1376.jpg,test
data/raw/butterfly-image-classification/test/Image_511.jpg,test/Image_511.jpg,test
data/raw/butterfly-image-classification/test/Image_953.jpg,test/Image_953.jpg,test
data/raw/butterfly-image-classification/test/Image_2740.jpg,test/Image_2740.jpg,test
data/raw/butterfly-image-classification/test/Image_1553.jpg,test/Image_1553.jpg,test
data/raw/butterfly-image-classification/test/Image_2777.jpg,test/Image_2777.jpg,test
data/raw/butterfly-image-classification/test/Image_109.jpg,test/Image_109.jpg,test
data/raw/butterfly-image-classification/test/Image_2281.jpg,test/Image_2281.jpg,test
data/raw/butterfly-image-classification/test/Image_290.jpg,test/Image_290.jpg,test
data/raw/butterfly-image-classification/test/Image_2007.jpg,test/Image_2007.jpg,test
data/raw/butterfly-image-classification/test/Image_1142.jpg,test/Image_1142.jpg,test
data/raw/butterfly-image-classification/test/Image_2188.jpg,test/Image_2188.jpg,test
data/raw/butterfly-image-classification/test/Image_2683.jpg,test/Image_2683.jpg,test
data/raw/butterfly-image-classification/test/Image_742.jpg,test/Image_742.jpg,test
data/raw/butterfly-image-classification/test/Image_677.jpg,test/Image_677.jpg,test
data/raw/butterfly-image-classification/test/Image_184.jpg,test/Image_184.jpg,test
data/raw/butterfly-image-classification/test/Image_201.jpg,test/Image_201.jpg,test
data/raw/butterfly-image-classification/test/Image_817.jpg,test/Image_817.jpg,test
data/raw/butterfly-image-classification/test/Image_1814.jpg,test/Image_1814.jpg,test
data/raw/butterfly-image-classification/test/Image_2303.jpg,test/Image_2303.jpg,test
data/raw/butterfly-image-classification/test/Image_619.jpg,test/Image_619.jpg,test
data/raw/butterfly-image-classification/test/Image_191.jpg,test/Image_191.jpg,test
data/raw/butterfly-image-classification/test/Image_2691.jpg,test/Image_2691.jpg,test
data/raw/butterfly-image-classification/test/Image_2082.jpg,test/Image_2082.jpg,test
data/raw/butterfly-image-classification/test/Image_151.jpg,test/Image_151.jpg,test
data/raw/butterfly-image-classification/test/Image_2130.jpg,test/Image_2130.jpg,test
data/raw/butterfly-image-classification/test/Image_2166.jpg,test/Image_2166.jpg,test
data/raw/butterfly-image-classification/test/Image_743.jpg,test/Image_743.jpg,test
data/raw/butterfly-image-classification/test/Image_1202.jpg,test/Image_1202.jpg,test
data/raw/butterfly-image-classification/test/Image_381.jpg,test/Image_381.jpg,test
data/raw/butterfly-image-classification/test/Image_2364.jpg,test/Image_2364.jpg,test
data/raw/butterfly-image-classification/test/Image_872.jpg,test/Image_872.jpg,test
data/raw/butterfly-image-classification/test/Image_2054.jpg,test/Image_2054.jpg,test
data/raw/butterfly-image-classification/test/Image_505.jpg,test/Image_505.jpg,test
data/raw/butterfly-image-classification/test/Image_1217.jpg,test/Image_1217.jpg,test
data/raw/butterfly-image-classification/test/Image_687.jpg,test/Image_687.jpg,test
data/raw/butterfly-image-classification/test/Image_1942.jpg,test/Image_1942.jpg,test
data/raw/butterfly-image-classification/test/Image_1826.jpg,test/Image_1826.jpg,test
data/raw/butterfly-image-classification/test/Image_2156.jpg,test/Image_2156.jpg,test
data/raw/butterfly-image-classification/test/Image_2179.jpg,test/Image_2179.jpg,test
data/raw/butterfly-image-classification/test/Image_2522.jpg,test/Image_2522.jpg,test
data/raw/butterfly-image-classification/test/Image_704.jpg,test/Image_704.jpg,test
data/raw/butterfly-image-classification/test/Image_562.jpg,test/Image_562.jpg,test
data/raw/butterfly-image-classification/test/Image_317.jpg,test/Image_317.jpg,test
data/raw/butterfly-image-classification/test/Image_2431.jpg,test/Image_2431.jpg,test
data/raw/butterfly-image-classification/test/Image_1895.jpg,test/Image_1895.jpg,test
data/raw/butterfly-image-classification/test/Image_1602.jpg,test/Image_1602.jpg,test
data/raw/butterfly-image-classification/test/Image_2547.jpg,test/Image_2547.jpg,test
data/raw/butterfly-image-classification/test/Image_476.jpg,test/Image_476.jpg,test
data/raw/butterfly-image-classification/test/Image_1329.jpg,test/Image_1329.jpg,test
data/raw/butterfly-image-classification/test/Image_1485.jpg,test/Image_1485.jpg,test
data/raw/butterfly-image-classification/test/Image_1939.jpg,test/Image_1939.jpg,test
data/raw/butterfly-image-classification/test/Image_1808.jpg,test/Image_1808.jpg,test
data/raw/butterfly-image-classification/test/Image_11.jpg,test/Image_11.jpg,test
data/raw/butterfly-image-classification/test/Image_1208.jpg,test/Image_1208.jpg,test
data/raw/butterfly-image-classification/test/Image_413.jpg,test/Image_413.jpg,test
data/raw/butterfly-image-classification/test/Image_862.jpg,test/Image_862.jpg,test
data/raw/butterfly-image-classification/test/Image_1543.jpg,test/Image_1543.jpg,test
data/raw/butterfly-image-classification/test/Image_1440.jpg,test/Image_1440.jpg,test
data/raw/butterfly-image-classification/test/Image_175.jpg,test/Image_175.jpg,test
data/raw/butterfly-image-classification/test/Image_961.jpg,test/Image_961.jpg,test
data/raw/butterfly-image-classification/test/Image_2633.jpg,test/Image_2633.jpg,test
data/raw/butterfly-image-classification/test/Image_488.jpg,test/Image_488.jpg,test
data/raw/butterfly-image-classification/test/Image_2649.jpg,test/Image_2649.jpg,test
data/raw/butterfly-image-classification/test/Image_2189.jpg,test/Image_2189.jpg,test
data/raw/butterfly-image-classification/test/Image_2011.jpg,test/Image_2011.jpg,test
data/raw/butterfly-image-classification/test/Image_1813.jpg,test/Image_1813.jpg,test
data/raw/butterfly-image-classification/test/Image_2616.jpg,test/Image_2616.jpg,test
data/raw/butterfly-image-classification/test/Image_1222.jpg,test/Image_1222.jpg,test
data/raw/butterfly-image-classification/test/Image_2262.jpg,test/Image_2262.jpg,test
data/raw/butterfly-image-classification/test/Image_1784.jpg,test/Image_1784.jpg,test
data/raw/butterfly-image-classification/test/Image_964.jpg,test/Image_964.jpg,test
data/raw/butterfly-image-classification/test/Image_187.jpg,test/Image_187.jpg,test
data/raw/butterfly-image-classification/test/Image_882.jpg,test/Image_882.jpg,test
data/raw/butterfly-image-classification/test/Image_37.jpg,test/Image_37.jpg,test
data/raw/butterfly-image-classification/test/Image_587.jpg,test/Image_587.jpg,test
data/raw/butterfly-image-classification/test/Image_533.jpg,test/Image_533.jpg,test
data/raw/butterfly-image-classification/test/Image_1992.jpg,test/Image_1992.jpg,test
data/raw/butterfly-image-classification/test/Image_2514.jpg,test/Image_2514.jpg,test
data/raw/butterfly-image-classification/test/Image_110.jpg,test/Image_110.jpg,test
data/raw/butterfly-image-classification/test/Image_770.jpg,test/Image_770.jpg,test
data/raw/butterfly-image-classification/test/Image_747.jpg,test/Image_747.jpg,test
data/raw/butterfly-image-classification/test/Image_2747.jpg,test/Image_2747.jpg,test
data/raw/butterfly-image-classification/test/Image_1723.jpg,test/Image_1723.jpg,test
data/raw/butterfly-image-classification/test/Image_2769.jpg,test/Image_2769.jpg,test
data/raw/butterfly-image-classification/test/Image_1618.jpg,test/Image_1618.jpg,test
data/raw/butterfly-image-classification/test/Image_685.jpg,test/Image_685.jpg,test
data/raw/butterfly-image-classification/test/Image_2737.jpg,test/Image_2737.jpg,test
data/raw/butterfly-image-classification/test/Image_1019.jpg,test/Image_1019.jpg,test
data/raw/butterfly-image-classification/test/Image_1045.jpg,test/Image_1045.jpg,test
data/raw/butterfly-image-classification/test/Image_1629.jpg,test/Image_1629.jpg,test
data/raw/butterfly-image-classification/test/Image_1881.jpg,test/Image_1881.jpg,test
data/raw/butterfly-image-classification/test/Image_17.jpg,test/Image_17.jpg,test
data/raw/butterfly-image-classification/test/Image_889.jpg,test/Image_889.jpg,test
data/raw/butterfly-image-classification/test/Image_427.jpg,test/Image_427.jpg,test
data/raw/butterfly-image-classification/test/Image_1301.jpg,test/Image_1301.jpg,test
data/raw/butterfly-image-classification/test/Image_612.jpg,test/Image_612.jpg,test
data/raw/butterfly-image-classification/test/Image_193.jpg,test/Image_193.jpg,test
data/raw/butterfly-image-classification/test/Image_348.jpg,test/Image_348.jpg,test
data/raw/butterfly-image-classification/test/Image_1925.jpg,test/Image_1925.jpg,test
data/raw/butterfly-image-classification/test/Image_1863.jpg,test/Image_1863.jpg,test
data/raw/butterfly-image-classification/test/Image_1695.jpg,test/Image_1695.jpg,test
data/raw/butterfly-image-classification/test/Image_2356.jpg,test/Image_2356.jpg,test
data/raw/butterfly-image-classification/test/Image_2369.jpg,test/Image_2369.jpg,test
data/raw/butterfly-image-classification/test/Image_379.jpg,test/Image_379.jpg,test
data/raw/butterfly-image-classification/test/Image_104.jpg,test/Image_104.jpg,test
data/raw/butterfly-image-classification/test/Image_1700.jpg,test/Image_1700.jpg,test
data/raw/butterfly-image-classification/test/Image_703.jpg,test/Image_703.jpg,test
data/raw/butterfly-image-classification/test/Image_2062.jpg,test/Image_2062.jpg,test
data/raw/butterfly-image-classification/test/Image_550.jpg,test/Image_550.jpg,test
data/raw/butterfly-image-classification/test/Image_1556.jpg,test/Image_1556.jpg,test
data/raw/butterfly-image-classification/test/Image_2404.jpg,test/Image_2404.jpg,test
data/raw/butterfly-image-classification/test/Image_435.jpg,test/Image_435.jpg,test
data/raw/butterfly-image-classification/test/Image_1810.jpg,test/Image_1810.jpg,test
data/raw/butterfly-image-classification/test/Image_875.jpg,test/Image_875.jpg,test
data/raw/butterfly-image-classification/test/Image_361.jpg,test/Image_361.jpg,test
data/raw/butterfly-image-classification/test/Image_1885.jpg,test/Image_1885.jpg,test
data/raw/butterfly-image-classification/test/Image_122.jpg,test/Image_122.jpg,test
data/raw/butterfly-image-classification/test/Image_2215.jpg,test/Image_2215.jpg,test
data/raw/butterfly-image-classification/test/Image_2283.jpg,test/Image_2283.jpg,test
data/raw/butterfly-image-classification/test/Image_1904.jpg,test/Image_1904.jpg,test
data/raw/butterfly-image-classification/test/Image_809.jpg,test/Image_809.jpg,test
data/raw/butterfly-image-classification/test/Image_663.jpg,test/Image_663.jpg,test
data/raw/butterfly-image-classification/test/Image_1557.jpg,test/Image_1557.jpg,test
data/raw/butterfly-image-classification/test/Image_2301.jpg,test/Image_2301.jpg,test
data/raw/butterfly-image-classification/test/Image_2125.jpg,test/Image_2125.jpg,test
data/raw/butterfly-image-classification/test/Image_2187.jpg,test/Image_2187.jpg,test
data/raw/butterfly-image-classification/test/Image_884.jpg,test/Image_884.jpg,test
data/raw/butterfly-image-classification/test/Image_741.jpg,test/Image_741.jpg,test
data/raw/butterfly-image-classification/test/Image_1124.jpg,test/Image_1124.jpg,test
data/raw/butterfly-image-classification/test/Image_890.jpg,test/Image_890.jpg,test
data/raw/butterfly-image-classification/test/Image_499.jpg,test/Image_499.jpg,test
data/raw/butterfly-image-classification/test/Image_2471.jpg,test/Image_2471.jpg,test
data/raw/butterfly-image-classification/test/Image_967.jpg,test/Image_967.jpg,test
data/raw/butterfly-image-classification/test/Image_1426.jpg,test/Image_1426.jpg,test
data/raw/butterfly-image-classification/test/Image_2174.jpg,test/Image_2174.jpg,test
data/raw/butterfly-image-classification/test/Image_2508.jpg,test/Image_2508.jpg,test
data/raw/butterfly-image-classification/test/Image_1311.jpg,test/Image_1311.jpg,test
data/raw/butterfly-image-classification/test/Image_2459.jpg,test/Image_2459.jpg,test
data/raw/butterfly-image-classification/test/Image_960.jpg,test/Image_960.jpg,test
data/raw/butterfly-image-classification/test/Image_1405.jpg,test/Image_1405.jpg,test
data/raw/butterfly-image-classification/test/Image_325.jpg,test/Image_325.jpg,test
data/raw/butterfly-image-classification/test/Image_1414.jpg,test/Image_1414.jpg,test
data/raw/butterfly-image-classification/test/Image_1631.jpg,test/Image_1631.jpg,test
data/raw/butterfly-image-classification/test/Image_877.jpg,test/Image_877.jpg,test
data/raw/butterfly-image-classification/test/Image_22.jpg,test/Image_22.jpg,test
data/raw/butterfly-image-classification/test/Image_1128.jpg,test/Image_1128.jpg,test
data/raw/butterfly-image-classification/test/Image_1312.jpg,test/Image_1312.jpg,test
data/raw/butterfly-image-classification/test/Image_355.jpg,test/Image_355.jpg,test
data/raw/butterfly-image-classification/test/Image_1115.jpg,test/Image_1115.jpg,test
data/raw/butterfly-image-classification/test/Image_1621.jpg,test/Image_1621.jpg,test
data/raw/butterfly-image-classification/test/Image_1381.jpg,test/Image_1381.jpg,test
data/raw/butterfly-image-classification/test/Image_2753.jpg,test/Image_2753.jpg,test
data/raw/butterfly-image-classification/test/Image_267.jpg,test/Image_267.jpg,test
data/raw/butterfly-image-classification/test/Image_2115.jpg,test/Image_2115.jpg,test
data/raw/butterfly-image-classification/test/Image_891.jpg,test/Image_891.jpg,test
data/raw/butterfly-image-classification/test/Image_1269.jpg,test/Image_1269.jpg,test
data/raw/butterfly-image-classification/test/Image_1423.jpg,test/Image_1423.jpg,test
data/raw/butterfly-image-classification/test/Image_240.jpg,test/Image_240.jpg,test
data/raw/butterfly-image-classification/test/Image_219.jpg,test/Image_219.jpg,test
data/raw/butterfly-image-classification/test/Image_322.jpg,test/Image_322.jpg,test
data/raw/butterfly-image-classification/test/Image_2426.jpg,test/Image_2426.jpg,test
data/raw/butterfly-image-classification/test/Image_211.jpg,test/Image_211.jpg,test
data/raw/butterfly-image-classification/test/Image_2386.jpg,test/Image_2386.jpg,test
data/raw/butterfly-image-classification/test/Image_2209.jpg,test/Image_2209.jpg,test
data/raw/butterfly-image-classification/test/Image_2682.jpg,test/Image_2682.jpg,test
data/raw/butterfly-image-classification/test/Image_548.jpg,test/Image_548.jpg,test
data/raw/butterfly-image-classification/test/Image_2520.jpg,test/Image_2520.jpg,test
data/raw/butterfly-image-classification/test/Image_2709.jpg,test/Image_2709.jpg,test
data/raw/butterfly-image-classification/test/Image_1230.jpg,test/Image_1230.jpg,test
data/raw/butterfly-image-classification/test/Image_1508.jpg,test/Image_1508.jpg,test
data/raw/butterfly-image-classification/test/Image_925.jpg,test/Image_925.jpg,test
data/raw/butterfly-image-classification/test/Image_2665.jpg,test/Image_2665.jpg,test
data/raw/butterfly-image-classification/test/Image_2135.jpg,test/Image_2135.jpg,test
data/raw/butterfly-image-classification/test/Image_2296.jpg,test/Image_2296.jpg,test
data/raw/butterfly-image-classification/test/Image_1383.jpg,test/Image_1383.jpg,test
data/raw/butterfly-image-classification/test/Image_2327.jpg,test/Image_2327.jpg,test
data/raw/butterfly-image-classification/test/Image_15.jpg,test/Image_15.jpg,test
data/raw/butterfly-image-classification/test/Image_1905.jpg,test/Image_1905.jpg,test
data/raw/butterfly-image-classification/test/Image_1356.jpg,test/Image_1356.jpg,test
data/raw/butterfly-image-classification/test/Image_1471.jpg,test/Image_1471.jpg,test
data/raw/butterfly-image-classification/test/Image_1787.jpg,test/Image_1787.jpg,test
data/raw/butterfly-image-classification/test/Image_2468.jpg,test/Image_2468.jpg,test
data/raw/butterfly-image-classification/test/Image_2492.jpg,test/Image_2492.jpg,test
data/raw/butterfly-image-classification/test/Image_2688.jpg,test/Image_2688.jpg,test
data/raw/butterfly-image-classification/test/Image_426.jpg,test/Image_426.jpg,test
data/raw/butterfly-image-classification/test/Image_2038.jpg,test/Image_2038.jpg,test
data/raw/butterfly-image-classification/test/Image_1754.jpg,test/Image_1754.jpg,test
data/raw/butterfly-image-classification/test/Image_255.jpg,test/Image_255.jpg,test
data/raw/butterfly-image-classification/test/Image_2387.jpg,test/Image_2387.jpg,test
data/raw/butterfly-image-classification/test/Image_597.jpg,test/Image_597.jpg,test
data/raw/butterfly-image-classification/test/Image_1857.jpg,test/Image_1857.jpg,test
data/raw/butterfly-image-classification/test/Image_1361.jpg,test/Image_1361.jpg,test
data/raw/butterfly-image-classification/test/Image_1758.jpg,test/Image_1758.jpg,test
data/raw/butterfly-image-classification/test/Image_516.jpg,test/Image_516.jpg,test
data/raw/butterfly-image-classification/test/Image_952.jpg,test/Image_952.jpg,test
data/raw/butterfly-image-classification/test/Image_1201.jpg,test/Image_1201.jpg,test
data/raw/butterfly-image-classification/test/Image_1170.jpg,test/Image_1170.jpg,test
data/raw/butterfly-image-classification/test/Image_1672.jpg,test/Image_1672.jpg,test
data/raw/butterfly-image-classification/test/Image_1984.jpg,test/Image_1984.jpg,test
data/raw/butterfly-image-classification/test/Image_106.jpg,test/Image_106.jpg,test
data/raw/butterfly-image-classification/test/Image_178.jpg,test/Image_178.jpg,test
data/raw/butterfly-image-classification/test/Image_665.jpg,test/Image_665.jpg,test
data/raw/butterfly-image-classification/test/Image_221.jpg,test/Image_221.jpg,test
data/raw/butterfly-image-classification/test/Image_1025.jpg,test/Image_1025.jpg,test
data/raw/butterfly-image-classification/test/Image_2176.jpg,test/Image_2176.jpg,test
data/raw/butterfly-image-classification/test/Image_1117.jpg,test/Image_1117.jpg,test
data/raw/butterfly-image-classification/test/Image_1791.jpg,test/Image_1791.jpg,test
data/raw/butterfly-image-classification/test/Image_642.jpg,test/Image_642.jpg,test
data/raw/butterfly-image-classification/test/Image_671.jpg,test/Image_671.jpg,test
data/raw/butterfly-image-classification/test/Image_1341.jpg,test/Image_1341.jpg,test
data/raw/butterfly-image-classification/test/Image_2375.jpg,test/Image_2375.jpg,test
data/raw/butterfly-image-classification/test/Image_697.jpg,test/Image_697.jpg,test
data/raw/butterfly-image-classification/test/Image_213.jpg,test/Image_213.jpg,test
data/raw/butterfly-image-classification/test/Image_2588.jpg,test/Image_2588.jpg,test
data/raw/butterfly-image-classification/test/Image_780.jpg,test/Image_780.jpg,test
data/raw/butterfly-image-classification/test/Image_2133.jpg,test/Image_2133.jpg,test
data/raw/butterfly-image-classification/test/Image_274.jpg,test/Image_274.jpg,test
data/raw/butterfly-image-classification/test/Image_69.jpg,test/Image_69.jpg,test
data/raw/butterfly-image-classification/test/Image_1277.jpg,test/Image_1277.jpg,test
data/raw/butterfly-image-classification/test/Image_1868.jpg,test/Image_1868.jpg,test
data/raw/butterfly-image-classification/test/Image_2155.jpg,test/Image_2155.jpg,test
data/raw/butterfly-image-classification/test/Image_833.jpg,test/Image_833.jpg,test
data/raw/butterfly-image-classification/test/Image_1521.jpg,test/Image_1521.jpg,test
data/raw/butterfly-image-classification/test/Image_335.jpg,test/Image_335.jpg,test
data/raw/butterfly-image-classification/test/Image_2460.jpg,test/Image_2460.jpg,test
data/raw/butterfly-image-classification/test/Image_222.jpg,test/Image_222.jpg,test
data/raw/butterfly-image-classification/test/Image_2001.jpg,test/Image_2001.jpg,test
data/raw/butterfly-image-classification/test/Image_1399.jpg,test/Image_1399.jpg,test
data/raw/butterfly-image-classification/test/Image_1595.jpg,test/Image_1595.jpg,test
data/raw/butterfly-image-classification/test/Image_70.jpg,test/Image_70.jpg,test
data/raw/butterfly-image-classification/test/Image_1639.jpg,test/Image_1639.jpg,test
data/raw/butterfly-image-classification/test/Image_394.jpg,test/Image_394.jpg,test
data/raw/butterfly-image-classification/test/Image_2660.jpg,test/Image_2660.jpg,test
data/raw/butterfly-image-classification/test/Image_1256.jpg,test/Image_1256.jpg,test
data/raw/butterfly-image-classification/test/Image_2140.jpg,test/Image_2140.jpg,test
data/raw/butterfly-image-classification/test/Image_698.jpg,test/Image_698.jpg,test
data/raw/butterfly-image-classification/test/Image_341.jpg,test/Image_341.jpg,test
data/raw/butterfly-image-classification/test/Image_1687.jpg,test/Image_1687.jpg,test
data/raw/butterfly-image-classification/test/Image_2005.jpg,test/Image_2005.jpg,test
data/raw/butterfly-image-classification/test/Image_2410.jpg,test/Image_2410.jpg,test
data/raw/butterfly-image-classification/test/Image_544.jpg,test/Image_544.jpg,test
data/raw/butterfly-image-classification/test/Image_1580.jpg,test/Image_1580.jpg,test
data/raw/butterfly-image-classification/test/Image_2057.jpg,test/Image_2057.jpg,test
data/raw/butterfly-image-classification/test/Image_700.jpg,test/Image_700.jpg,test
data/raw/butterfly-image-classification/test/Image_1094.jpg,test/Image_1094.jpg,test
data/raw/butterfly-image-classification/test/Image_385.jpg,test/Image_385.jpg,test
data/raw/butterfly-image-classification/test/Image_241.jpg,test/Image_241.jpg,test
data/raw/butterfly-image-classification/test/Image_2358.jpg,test/Image_2358.jpg,test
data/raw/butterfly-image-classification/test/Image_2529.jpg,test/Image_2529.jpg,test
data/raw/butterfly-image-classification/test/Image_1801.jpg,test/Image_1801.jpg,test
data/raw/butterfly-image-classification/test/Image_101.jpg,test/Image_101.jpg,test
data/raw/butterfly-image-classification/test/Image_850.jpg,test/Image_850.jpg,test
data/raw/butterfly-image-classification/test/Image_1480.jpg,test/Image_1480.jpg,test
data/raw/butterfly-image-classification/test/Image_725.jpg,test/Image_725.jpg,test
data/raw/butterfly-image-classification/test/Image_24.jpg,test/Image_24.jpg,test
data/raw/butterfly-image-classification/test/Image_876.jpg,test/Image_876.jpg,test
data/raw/butterfly-image-classification/test/Image_651.jpg,test/Image_651.jpg,test
data/raw/butterfly-image-classification/test/Image_754.jpg,test/Image_754.jpg,test
data/raw/butterfly-image-classification/test/Image_2442.jpg,test/Image_2442.jpg,test
data/raw/butterfly-image-classification/test/Image_1424.jpg,test/Image_1424.jpg,test
data/raw/butterfly-image-classification/test/Image_939.jpg,test/Image_939.jpg,test
data/raw/butterfly-image-classification/test/Image_784.jpg,test/Image_784.jpg,test
data/raw/butterfly-image-classification/test/Image_1516.jpg,test/Image_1516.jpg,test
data/raw/butterfly-image-classification/test/Image_61.jpg,test/Image_61.jpg,test
data/raw/butterfly-image-classification/test/Image_589.jpg,test/Image_589.jpg,test
data/raw/butterfly-image-classification/test/Image_2292.jpg,test/Image_2292.jpg,test
data/raw/butterfly-image-classification/test/Image_1336.jpg,test/Image_1336.jpg,test
data/raw/butterfly-image-classification/test/Image_1960.jpg,test/Image_1960.jpg,test
data/raw/butterfly-image-classification/test/Image_68.jpg,test/Image_68.jpg,test
